rank_overall,rank_within_layer,layer,measurement,measurement_label,site,archetype,literature_status,peak_timepoint,days_from_launch,peak_abs_z,peak_z_ci_lower_abs,peak_z_ci_high,z_score_robust,methods_concordance,is_baseline_fragile,fragility_reason,concordance_class,signal_score,clinical_flagged_count,deviation_flag,deviation_direction,fold_change,recovery_classification,return_to_baseline_day,recovery_velocity
3804,1760,microbial,K22634,salviol synthase [EC:1.14.14.62],NAC,,novel,R+1,1,3.088002008416896,2.34083660073185,-2.34083660073185,-2.9791478920275702,both-elevated,False,,ambiguous,1.87266928058548,0,extreme,down,0.0,incomplete,,0.0
3805,1761,microbial,K13473,chitin elicitor-binding protein,NAC,,novel,R+1,1,3.067559859240316,2.340654565812088,-2.340654565812088,-2.3998258320875445,both-elevated,False,,ambiguous,1.8725236526496705,0,extreme,down,0.0,incomplete,,0.0
3806,1762,microbial,K18114,dimethylallylcistransferase [EC:2.5.1.28],NAC,,novel,R+1,1,2.9840939053602313,2.3388124577773013,-2.3388124577773013,-2.2440860359609967,both-elevated,False,,ambiguous,1.8710499662218412,0,high,down,0.0,slow,45.0,0.0
3807,32,immune,il_28a,IL-28A,,th1_polarization,confirmed,R+82,82,2.7851599931147843,2.6593555498306696,32.57247852973114,12.909120855690622,both-elevated,True,unstable-ci,discordant,1.8615488848814683,0,high,up,18.448471849865953,incomplete,,0.0021208239316253
3808,1763,microbial,K00564,16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172],NAC,,novel,R+82,82,2.9344736474324624,2.3216409844070673,-2.3216409844070673,-31.471595172430778,both-elevated,True,unstable-ci,ambiguous,1.857312787525654,0,high,down,0.0837888209167854,incomplete,,
3809,2007,microbial,K07054,uncharacterized protein,ORC,,novel,R+82,82,2.6538150222718424,2.320426714605396,-2.320426714605396,-4.1115174204359,both-elevated,False,,ambiguous,1.856341371684317,0,high,down,0.0,incomplete,,
3810,1764,microbial,K00700,"1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",NAC,,novel,R+1,1,2.9164282735352285,2.315375968871891,-2.315375968871891,-47.78248744545537,both-elevated,True,unstable-ci,ambiguous,1.852300775097513,0,high,down,0.0953555687923921,incomplete,,0.0096842811031599
3811,2008,microbial,K01573,oxaloacetate decarboxylase (Na+ extruding) subunit gamma,ORC,,novel,R+82,82,2.3515428666018945,2.312214771112287,-2.312214771112287,-30.44228726818889,both-elevated,True,unstable-ci,ambiguous,1.8497718168898296,0,high,down,0.0,incomplete,,
3812,1765,microbial,K05275,pyridoxine 4-dehydrogenase [EC:1.1.1.65],NAC,,novel,R+1,1,2.7571783621838235,2.311644331960102,-2.311644331960102,-3.1541132748109755,both-elevated,False,,ambiguous,1.8493154655680817,0,high,down,0.0,incomplete,,0.0
3813,1766,microbial,K20452,dimethylmaleate hydratase large subunit [EC:4.2.1.85],NAC,,novel,R+1,1,3.044021925571735,2.311524649399778,-2.311524649399778,-4.780568999285802,both-elevated,False,,ambiguous,1.8492197195198223,0,extreme,down,0.1376031964353287,incomplete,,0.0187890884217582
3814,1767,microbial,K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],NAC,,novel,R+1,1,2.511841166003387,2.3099160377870938,-2.3099160377870938,-6.407593510227094,both-elevated,False,,ambiguous,1.8479328302296751,0,high,down,0.0,incomplete,,0.0142876797431202
3815,1768,microbial,K19149,small toxic protein IbsA,NAC,,novel,R+1,1,3.046412033911426,2.3045401020913987,-2.3045401020913987,-2.9333809308232257,both-elevated,False,,ambiguous,1.843632081673119,0,extreme,down,0.0,slow,45.0,0.0167689415265457
3816,1769,microbial,K09145,uncharacterized protein,NAC,,novel,R+1,1,2.3592812870303166,2.3025008218695877,-2.3025008218695877,-21.112751305523435,both-elevated,True,unstable-ci,ambiguous,1.8420006574956704,0,high,down,0.0,incomplete,,0.0
3817,2009,microbial,K01048,lysophospholipase [EC:3.1.1.5],ORC,,novel,R+1,1,2.9313808208891032,2.2858416372976036,-2.2858416372976036,-2.165171524544818,both-elevated,False,,ambiguous,1.828673309838083,0,high,down,0.0,incomplete,,0.0
3818,2010,microbial,K03079,L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22],ORC,,novel,R+1,1,3.000570841460239,2.283188891176265,-2.283188891176265,-5.612039528010403,both-elevated,False,,ambiguous,1.826551112941012,0,extreme,down,0.0,incomplete,,0.0
3819,1770,microbial,K01719,uroporphyrinogen-III synthase [EC:4.2.1.75],NAC,,novel,R+1,1,2.92015129537552,2.282927580983175,-2.282927580983175,-17.153869624459393,both-elevated,True,unstable-ci,ambiguous,1.82634206478654,0,high,down,0.2617559889000057,incomplete,,0.0031860713113884
3820,33,immune,il_16,IL-16,,,novel,R+194,194,3.1565133434921977,2.5900617836688435,7.173250725068855,3.0182190546448884,both-elevated,False,,discordant,1.8130432485681904,0,extreme,up,2.075276840879922,incomplete,,
3821,1771,microbial,K15967,ketoreductase,NAC,,novel,R+45,45,2.9346693147957934,2.2566634095909675,-2.2566634095909675,-8.919654685042225,both-elevated,False,,ambiguous,1.805330727672774,0,high,down,0.0701693835789378,incomplete,,0.0296906388531357
3822,2011,microbial,K19635,L-idonate 5-dehydrogenase [EC:1.1.1.366],ORC,,novel,R+1,1,2.1186429182549325,1.5023459357988758,-1.5023459357988758,-9.979794931257516,both-elevated,True,unstable-ci,concordant,1.8028151229586509,0,high,down,0.0,incomplete,,0.0
3823,2012,microbial,K18114,dimethylallylcistransferase [EC:2.5.1.28],ORC,,novel,R+82,82,2.600445065169704,2.252516864059009,-2.252516864059009,-3.7682363741606895,both-elevated,False,,ambiguous,1.8020134912472072,0,high,down,0.0,incomplete,,
3824,1772,microbial,K07669,"two-component system, OmpR family, response regulator MprA",NAC,,novel,R+1,1,2.8835737390074794,2.25163952069042,-2.25163952069042,-18.44612392631847,both-elevated,True,unstable-ci,ambiguous,1.8013116165523362,0,high,down,0.1139621634124049,incomplete,,0.004841135096088
3825,1773,microbial,K04092,chorismate mutase [EC:5.4.99.5],NAC,,novel,R+1,1,2.889215293675705,2.238941969870394,-2.238941969870394,-13.061584622913111,both-elevated,True,unstable-ci,ambiguous,1.791153575896315,0,high,down,0.0904421756215799,incomplete,,0.0120437267008436
3826,2013,microbial,K02759,cellobiose PTS system EIIA component [EC:2.7.1.196 2.7.1.205],ORC,,novel,R+1,1,2.9061707859193,2.2351727216003705,-2.2351727216003705,-9.559307817473227,both-elevated,False,,ambiguous,1.7881381772802964,0,high,down,0.0,incomplete,,0.0
3827,1774,microbial,K07668,"two-component system, OmpR family, response regulator VicR",NAC,,novel,R+1,1,2.844438170878056,2.225856175069288,-2.225856175069288,-2.1791668692587214,both-elevated,False,,ambiguous,1.7806849400554303,0,high,down,0.0,incomplete,,0.0
3828,1775,microbial,K14149,dense granule protein 3,NAC,,novel,R+1,1,2.952049147455005,2.218592122549706,-2.218592122549706,-3.4322696141920863,both-elevated,False,,ambiguous,1.774873698039765,0,high,down,0.0,incomplete,,0.0
3829,1776,microbial,K03187,urease accessory protein,NAC,,novel,R+1,1,2.941696419664066,2.215351382807894,-2.215351382807894,-2.712709311220676,both-elevated,False,,ambiguous,1.7722811062463153,0,high,down,0.0,incomplete,,0.0
3830,2014,microbial,K07038,inner membrane protein,ORC,,novel,R+1,1,2.489668857003182,2.2106236103235433,-2.2106236103235433,-4.437364418318388,both-elevated,False,,ambiguous,1.7684988882588346,0,high,down,0.0,slow,45.0,0.0
3831,2015,microbial,K19267,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],ORC,,novel,R+1,1,2.9019904594735766,2.2076310335094713,-2.2076310335094713,-2.124937116549889,both-elevated,False,,ambiguous,1.7661048268075772,0,high,down,0.0,incomplete,,0.0
3832,2016,microbial,K03453,"bile acid:Na+ symporter, BASS family",ORC,,novel,R+82,82,1.4926997076872628,1.4682868105788691,-1.4682868105788691,-19.33711429278509,borderline,True,unstable-ci,concordant,1.761944172694643,0,elevated,down,0.0,incomplete,,
3833,2017,microbial,K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],ORC,,novel,R+82,82,2.431217171255618,2.1881707394164907,-2.1881707394164907,-4.929201395209786,both-elevated,False,,ambiguous,1.7505365915331923,0,high,down,0.0,incomplete,,
3834,1777,microbial,K15519,deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74],NAC,,novel,R+1,1,2.9145923066889945,2.1867086125824566,-2.1867086125824566,-3.007117541322669,both-elevated,False,,ambiguous,1.7493668900659654,0,high,down,0.0,incomplete,,0.0
3835,2018,microbial,K09121,"pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]",ORC,,novel,R+1,1,2.9041301621619553,2.1788343809125,-2.1788343809125,-2.8800415566612987,both-elevated,False,,ambiguous,1.74306750473,0,high,down,0.0,incomplete,,0.0
3836,2019,microbial,K21838,artemisinic aldehyde Delta11(13)-reductase [EC:1.3.1.92],ORC,,novel,R+82,82,2.8900494148795373,2.178178779687669,-2.178178779687669,-2.4269451322699394,both-elevated,False,,ambiguous,1.7425430237501354,0,high,down,0.0,incomplete,,
3837,2020,microbial,K00067,dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133],ORC,,novel,R+82,82,2.123813765476145,1.7338309439505326,-1.7338309439505326,-2.2714321192178377,both-elevated,False,,idiosyncratic,1.7338309439505326,0,high,down,0.0,incomplete,,
3838,1778,microbial,K01339,g-renin [EC:3.4.21.54],NAC,,novel,R+1,1,2.8695007652900566,2.1655717258741856,-2.1655717258741856,-2.3030809691374645,both-elevated,False,,ambiguous,1.7324573806993486,0,high,down,0.0,slow,45.0,0.0296954542551591
3839,1779,microbial,K19885,dichlorochromopyrrolate synthase / catalase [EC:1.21.98.2 1.11.1.6],NAC,,novel,R+1,1,2.835766240404761,2.160609291081826,-2.160609291081826,-1.9697607584201073,borderline,False,,ambiguous,1.7284874328654614,0,high,down,0.0,incomplete,,0.0
3840,1780,microbial,K11530,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]",NAC,,novel,R+82,82,2.818313197286558,2.1564993728540593,-2.1564993728540593,-1.9232093031321829,borderline,False,,ambiguous,1.7251994982832477,0,high,down,0.1087155997247237,incomplete,,
3841,2021,microbial,K23108,benzoate---CoA ligase [EC:6.2.1.25],ORC,,novel,R+45,45,2.063554395624424,1.4368849396498522,-1.4368849396498522,-6.079653073112434,both-elevated,False,,concordant,1.7242619275798226,0,high,down,0.0,incomplete,,0.0
3842,1781,microbial,K02609,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",NAC,,novel,R+1,1,2.8536561233103637,2.1551855942985716,-2.1551855942985716,-5.919711282775219,both-elevated,False,,ambiguous,1.7241484754388574,0,high,down,0.0,incomplete,,0.0
3843,1782,microbial,K24866,precorrin-2 dehydrogenase [EC:1.3.1.76],NAC,,novel,R+1,1,2.82687780884928,2.1497566335896137,-2.1497566335896137,-7.902196701597755,both-elevated,False,,ambiguous,1.719805306871691,0,high,down,0.0,incomplete,,0.0191654645347692
3844,2022,microbial,K21427,mitomycin 6-O-methyltransferase [EC:2.1.1.316],ORC,,novel,R+45,45,2.562016362221753,2.142471214810196,-2.142471214810196,-2.9500159604828333,both-elevated,False,,ambiguous,1.7139769718481568,0,high,down,0.0,incomplete,,0.0
3845,1783,microbial,K00991,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60],NAC,,novel,R+1,1,2.8575382248476733,2.1350996152235635,-2.1350996152235635,-3.420471843966715,both-elevated,False,,ambiguous,1.7080796921788508,0,high,down,0.0,slow,45.0,0.0
3846,1784,microbial,K17490,methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1],NAC,,novel,R+1,1,2.744890219734219,2.1342061773389096,-2.1342061773389096,-28.073401342948095,both-elevated,True,unstable-ci,ambiguous,1.707364941871128,0,high,down,0.202875652173913,incomplete,,0.0143210888046702
3847,1785,microbial,K24126,lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28],NAC,,novel,R+1,1,2.8547477668656653,2.1340980755010444,-2.1340980755010444,-2.9539290574315547,both-elevated,False,,ambiguous,1.7072784604008355,0,high,down,0.0,slow,45.0,0.0280970203195502
3848,2023,microbial,K21788,dodecanoy-ACP synthase,ORC,,novel,R+82,82,2.8097157795543835,2.1166654661352364,-2.1166654661352364,-6.015007317198637,both-elevated,False,,ambiguous,1.6933323729081893,0,high,down,0.0,incomplete,,
3849,2024,microbial,K19297,"subtilase cytotoxin, subunit A",ORC,,novel,R+45,45,2.0914091153773477,1.6897508037512463,4.911142742988519,2.1373147969961095,both-elevated,False,,idiosyncratic,1.6897508037512463,0,high,up,7.025546190757723,incomplete,,0.0266410909800982
3850,2025,microbial,K02574,ferredoxin-type protein NapH,ORC,,novel,R+1,1,2.4692479789904023,2.11068847727543,-2.11068847727543,-3.30125408794751,both-elevated,False,,ambiguous,1.688550781820344,0,high,down,0.0,incomplete,,0.0
3851,2026,microbial,K09797,uncharacterized protein,ORC,,novel,R+82,82,2.4980632028231504,2.106855544796123,-2.106855544796123,-3.052978571673501,both-elevated,False,,ambiguous,1.6854844358368983,0,high,down,0.0,incomplete,,
3852,1786,microbial,K03708,transcriptional regulator of stress and heat shock response,NAC,,novel,R+1,1,2.7431785415598777,2.10684791530717,-2.10684791530717,-14.496044655284747,both-elevated,True,unstable-ci,ambiguous,1.6854783322457365,0,high,down,0.0,incomplete,,0.0
3853,2027,microbial,K20883,"O55-antigen biosynthesis alpha-1,2-colitosyltransferase [EC:2.4.1.341]",ORC,,novel,R+1,1,2.7132044321370343,2.1057222931162096,-2.1057222931162096,-30.37148362611924,both-elevated,True,unstable-ci,ambiguous,1.6845778344929678,0,high,down,0.0,incomplete,,0.0
3854,2028,microbial,K09936,bacterial/archaeal transporter family-2 protein,ORC,,novel,R+1,1,2.6849269333012007,2.100990987395764,-2.100990987395764,-2.1215072473819188,both-elevated,False,,ambiguous,1.6807927899166115,0,high,down,0.0,slow,45.0,0.0
3855,8,clinical,hematocrit,HEMATOCRIT,,,contradicted,R+82,82,3.121366276051934,2.4005616455779184,6.928203230275523,2.2483025315886542,both-elevated,False,,discordant,1.6803931519045427,0,extreme,up,1.0712570056044837,incomplete,,0.0162832109103832
3856,2029,microbial,K15536,soluble cytochrome b562,ORC,,novel,R+1,1,2.7651850804921407,2.0933182910512897,-2.0933182910512897,-1.980390948591908,borderline,False,,ambiguous,1.674654632841032,0,high,down,0.0,incomplete,,0.0
3857,2030,microbial,K08722,5'-deoxynucleotidase [EC:3.1.3.89],ORC,,novel,R+1,1,1.5551303634333902,1.3872754026707317,-1.3872754026707317,-3.0662466047442893,borderline,False,,concordant,1.6647304832048777,0,elevated,down,0.0,slow,45.0,0.0
3858,2031,microbial,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],ORC,,novel,R+1,1,2.7507299961550093,2.074948615031841,-2.074948615031841,-2.034154271843081,both-elevated,False,,ambiguous,1.6599588920254729,0,high,down,0.0,incomplete,,0.0
3859,1787,microbial,K19650,secoisolariciresinol dehydrogenase [EC:1.1.1.331],NAC,,novel,R+1,1,2.7810228947249342,2.0740751790625587,-2.0740751790625587,-2.6090624556725945,both-elevated,False,,ambiguous,1.6592601432500471,0,high,down,0.0,incomplete,,0.0
3860,2032,microbial,K15599,putative hydroxymethylpyrimidine transport system permease protein,ORC,,novel,R+1,1,2.317059191974232,2.0698926133564837,-2.0698926133564837,-4.413954936593236,both-elevated,False,,ambiguous,1.655914090685187,0,high,down,0.0,slow,45.0,0.0
3861,2033,microbial,K06213,magnesium transporter,ORC,,novel,R+1,1,1.9642991051403855,1.3799040132939318,-1.3799040132939318,-1.5922305132964063,borderline,False,,concordant,1.655884815952718,0,elevated,down,0.0,slow,45.0,0.0
3862,2034,microbial,K06891,ATP-dependent Clp protease adaptor protein ClpS,ORC,,novel,R+82,82,2.2154720697401675,2.063884946457956,-2.063884946457956,-6.795134047608689,both-elevated,False,,ambiguous,1.6511079571663647,0,high,down,0.0,incomplete,,
3863,1788,microbial,K00656,formate C-acetyltransferase [EC:2.3.1.54],NAC,,novel,R+1,1,2.776130566756116,2.0630061500133903,-2.0630061500133903,-3.365410207523521,both-elevated,False,,ambiguous,1.6504049200107125,0,high,down,0.0,slow,45.0,0.0212686489753201
3864,1789,microbial,K07029,diacylglycerol kinase (ATP) [EC:2.7.1.107],NAC,,novel,R+1,1,2.7396238306619902,2.061747089876327,-2.061747089876327,-6.908554935291157,both-elevated,False,,ambiguous,1.6493976719010617,0,high,down,0.0545348644288573,incomplete,,0.010607699586851
3865,1790,microbial,K01060,cephalosporin-C deacetylase [EC:3.1.1.41],NAC,,novel,R+45,45,2.722545123280083,2.060941623555732,-2.060941623555732,-8.848911822518607,both-elevated,False,,ambiguous,1.6487532988445857,0,high,down,0.1973908902645655,incomplete,,0.0118186573058612
3866,1791,microbial,K14150,dense granule protein 5,NAC,,novel,R+1,1,2.7712777375117694,2.0591993098259502,-2.0591993098259502,-3.5463387599698377,both-elevated,False,,ambiguous,1.6473594478607605,0,high,down,0.1604686861206889,incomplete,,0.0142578980104505
3867,2035,microbial,K08312,ADP-ribose diphosphatase [EC:3.6.1.-],ORC,,novel,R+82,82,2.6588914815424567,2.0528908888054973,-2.0528908888054973,-1.9754822837398072,borderline,False,,ambiguous,1.642312711044398,0,high,down,0.0,incomplete,,
3868,1792,microbial,K11744,AI-2 transport protein TqsA,NAC,,novel,R+1,1,2.717191205465782,2.052564541141395,-2.052564541141395,-8.345057048829768,both-elevated,False,,ambiguous,1.642051632913116,0,high,down,0.1327976898849692,incomplete,,0.0155909347357442
3869,2036,microbial,K15600,putative hydroxymethylpyrimidine transport system ATP-binding protein,ORC,,novel,R+1,1,2.455688422751992,2.0519491096545033,-2.0519491096545033,-2.8504950056602136,both-elevated,False,,ambiguous,1.6415592877236027,0,high,down,0.0,incomplete,,0.0
3870,2037,microbial,K01471,6-aminohexanoate-cyclic-dimer hydrolase [EC:3.5.2.12],ORC,,novel,R+1,1,1.8693623766859568,1.366329074115439,-1.366329074115439,-1.3673178137120892,borderline,False,,concordant,1.6395948889385268,0,elevated,down,0.0,slow,45.0,0.0
3871,1793,microbial,K09940,uncharacterized protein,NAC,,novel,R+1,1,2.6755779864674247,2.033873179974322,-2.033873179974322,-1.8300967894423412,borderline,False,,ambiguous,1.6270985439794576,0,high,down,0.0,incomplete,,0.0
3872,2038,microbial,K02573,ferredoxin-type protein NapG,ORC,,novel,R+1,1,2.4461229857201197,2.032320324038417,-2.032320324038417,-2.7497129383086194,both-elevated,False,,ambiguous,1.6258562592307335,0,high,down,0.0,slow,45.0,0.0
3873,2039,microbial,K14036,"ent-cassa-12,15-diene synthase [EC:4.2.3.28]",ORC,,novel,R+1,1,2.616813643850866,2.030397992717353,-2.030397992717353,-97.64478002143116,both-elevated,True,unstable-ci,ambiguous,1.6243183941738826,0,high,down,0.0,incomplete,,0.0
3874,2040,microbial,K00992,N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99],ORC,,novel,R+1,1,2.0517733474457778,2.021064975065389,-2.021064975065389,-29.751486881399085,both-elevated,True,unstable-ci,ambiguous,1.6168519800523111,0,high,down,0.0,slow,45.0,0.0
3875,2041,microbial,K02431,L-fucose mutarotase [EC:5.1.3.29],ORC,,novel,R+1,1,2.727981828581231,2.020448052884226,-2.020448052884226,-3.4092609149561977,both-elevated,False,,ambiguous,1.616358442307381,0,high,down,0.0,incomplete,,0.0
3876,2042,microbial,K20578,glycosyltransferase [EC:2.4.1.-],ORC,,novel,R+82,82,1.9331997985736216,1.3448805584697243,-1.3448805584697243,-1.6654239289711474,borderline,False,,concordant,1.6138566701636692,0,elevated,down,0.0,incomplete,,
3877,2043,microbial,K07234,uncharacterized protein involved in response to NO,ORC,,novel,R+82,82,1.8483650358687256,1.3438473998193765,-1.3438473998193765,-1.3383527707547564,borderline,False,,concordant,1.6126168797832514,0,elevated,down,0.0,incomplete,,
